"","id","municipality","wave","year","firsttreat","sep_rate","log_totwaste","log_residual","population","left","young","old","tertiary","tourism"
"1",2,"ABRERA",4,2009,0,19.695,6.20592047002463,5.98659030207539,11521,0.635865049027755,0.173856436073258,0.106153979689263,34.6,54
"2",2,"ABRERA",5,2011,0,19.275,6.17641805394743,5.96252423985524,11611,0.635865049027755,0.173856436073258,0.106153979689263,34.6,54
"3",2,"ABRERA",6,2013,0,19.84,6.09883803537631,5.87766955649864,12055,0.635865049027755,0.173856436073258,0.106153979689263,34.6,54
"4",2,"ABRERA",7,2014,0,19.875,6.11000285303151,5.88843264661065,12125,0.635865049027755,0.173856436073258,0.106153979689263,34.6,54
"5",2,"ABRERA",8,2016,0,21.62,6.09142299785181,5.84716650010005,12216,0.635865049027755,0.173856436073258,0.106153979689263,34.6,54
"6",2,"ABRERA",9,2018,0,23.03,6.15709905605928,5.89363716337439,12334,0.635865049027755,0.173856436073258,0.106153979689263,34.6,54
"7",2,"ABRERA",10,2020,0,28.69,6.23449895711998,5.89667666180665,12538,0.635865049027755,0.173856436073258,0.106153979689263,34.6,54
"8",2,"ABRERA",11,2022,0,32.26,6.157857836571,5.7680775525381,12697,0.635865049027755,0.173856436073258,0.106153979689263,34.6,54
"9",4,"AGRAMUNT",4,2009,7,27.005,6.08878407046513,5.77414665936082,5608,0.524301569077688,0.151747503566334,0.180634807417974,24.1,83
"10",4,"AGRAMUNT",5,2011,7,37.415,6.1713143015139,5.70170658860961,5653,0.524301569077688,0.151747503566334,0.180634807417974,24.1,83
"11",4,"AGRAMUNT",6,2013,7,39.25,6.14620076975729,5.6477496786073,5599,0.524301569077688,0.151747503566334,0.180634807417974,24.1,83
"12",4,"AGRAMUNT",7,2014,7,39.1,6.16452459825421,5.66781972804335,5515,0.524301569077688,0.151747503566334,0.180634807417974,24.1,83
"13",4,"AGRAMUNT",8,2016,7,41.52,6.21044946327333,5.67339379098476,5390,0.524301569077688,0.151747503566334,0.180634807417974,24.1,83
"14",4,"AGRAMUNT",9,2018,7,45.065,6.24538019042275,5.64081770049893,5393,0.524301569077688,0.151747503566334,0.180634807417974,24.1,83
"15",4,"AGRAMUNT",10,2020,7,68.605,6.21720472426946,5.13406554943634,5411,0.524301569077688,0.151747503566334,0.180634807417974,24.1,83
"16",4,"AGRAMUNT",11,2022,7,89.44,6.08175076428348,3.83358389858059,5479,0.524301569077688,0.151747503566334,0.180634807417974,24.1,83
"17",6,"AGULLANA",4,2009,0,14.58,6.21821159801182,6.05922198142711,812,0.561576354679803,0.133004926108374,0.224137931034483,30.1,18
"18",6,"AGULLANA",5,2011,0,26.635,6.26498747531434,5.955707201475,839,0.561576354679803,0.133004926108374,0.224137931034483,30.1,18
